artist_ID,average tempo, average duration,average danceability
10485,110.85,257416.9,0.53
10486,91.99,349696.0,0.33
10487,78.1,298600.0,0.39
10488,130.28,154427.0,0.49
10489,116.88,104893.0,0.64
10490,121.23,287994.8,0.32
10491,145.97,270257.0,0.48
10492,115.96,202488.5,0.44
10493,102.91,241777.7,0.61
10494,112.28,150214.2,0.35
10495,110.53,313817.8,0.61
10496,95.51,130600.0,0.53
10497,104.13,397504.9,0.49
10498,170.61,148133.0,0.21
10499,94.73,135800.0,0.81
10500,91.33,80160.0,0.12
10501,140.67,180143.7,0.62
10502,66.78,142187.0,0.14
10503,125.01,414730.0,0.82
10504,117.97,186553.8,0.61
10505,154.91,109240.0,0.39
10506,88.27,410266.5,0.39
10507,118.55,297573.0,0.57
10508,76.93,198640.0,0.34
10509,110.88,173607.4,0.57
10510,116.4,177042.4,0.58
10511,122.26,184791.8,0.62
10512,92.42,159973.5,0.79
10513,113.94,368951.2,0.34
10514,184.16,185200.0,0.49
10515,145.52,270032.5,0.46
10516,116.38,184453.5,0.6
10517,98.3,141409.0,0.62
10518,129.67,234746.5,0.54
10519,69.99,154040.0,0.63
10520,85.13,215107.0,0.28
10521,111.65,361160.0,0.41
10522,113.84,262929.0,0.54
10523,91.39,136000.0,0.27
10524,89.37,845973.0,0.26
10525,109.63,186553.5,0.64
10526,119.36,252444.3,0.37
10527,111.48,137040.0,0.66
10528,101.56,76458.5,0.54
10529,150.52,174902.0,0.47
10530,97.92,220875.1,0.22
10531,108.06,224073.1,0.33
10532,148.55,193981.4,0.68
10533,136.05,233553.5,0.13
10534,110.6,150302.6,0.32
10535,139.47,162623.0,0.21
10536,132.85,93080.0,0.4
10537,125.85,127781.9,0.45
10538,122.14,164200.0,0.5
10539,97.12,246069.0,0.38
10540,124.03,162617.6,0.73
10541,90.45,185347.0,0.22
10542,100.5,266139.4,0.38
10543,95.7,181880.0,0.25
10544,133.15,659893.0,0.64
10545,89.64,210622.3,0.31
10546,120.17,156170.7,0.4
10547,71.13,176000.0,0.39
10548,107.02,126770.8,0.7
10549,127.99,288750.3,0.63
10550,68.67,213707.0,0.38
10551,126.56,172775.2,0.45
10552,123.01,364066.0,0.76
10553,120.94,177800.0,0.84
10554,130.54,191608.0,0.64
10555,170.21,150840.0,0.68
10556,125.03,190302.0,0.7
10557,120.58,184227.0,0.55
10558,100.43,197762.5,0.46
10559,119.25,194428.4,0.45
10560,71.41,210973.0,0.64
10561,126.75,35933.0,0.44
10562,119.0,195827.0,0.73
10563,102.82,197013.0,0.52
10564,111.31,496907.0,0.47
10565,111.07,194351.0,0.59
10566,124.09,178550.0,0.63
10567,151.46,155933.0,0.59
10568,98.67,169865.5,0.31
10569,112.4,520657.7,0.25
10570,159.98,371000.0,0.72
10571,129.86,478064.0,0.65
10572,100.32,181243.7,0.63
10573,149.71,270093.0,0.79
10574,102.48,82921.9,0.47
10575,132.94,321546.6,0.68
10576,51.67,157893.0,0.5
10577,81.0,184529.0,0.52
10578,103.22,168960.0,0.59
10579,85.65,188111.0,0.68
10580,79.27,454000.0,0.08
10581,73.34,64693.0,0.25
10582,129.83,304810.2,0.68
10583,82.63,324893.0,0.31
10584,147.43,272281.0,0.42
10585,115.57,412653.0,0.43
10586,83.62,417853.0,0.5
10587,115.98,259786.5,0.77
10588,172.18,316600.0,0.44
10589,127.19,208480.0,0.66
10590,136.07,393280.0,0.66
10591,127.01,225176.0,0.64
10592,93.47,257236.3,0.25
10593,119.27,207266.5,0.63
10594,146.02,286133.0,0.47
10595,115.96,279360.0,0.85
10596,77.59,477733.0,0.12
10597,128.03,243750.0,0.73
10598,105.93,291667.0,0.8
10599,129.72,151641.0,0.52
10600,144.62,202154.9,0.59
10601,116.71,163311.0,0.52
10602,94.09,183653.0,0.7
10603,161.68,183850.0,0.52
10604,173.78,241333.0,0.17
10605,86.67,347340.9,0.29
10606,89.02,276246.5,0.31
10607,179.82,198000.0,0.34
10608,79.85,278844.5,0.17
10609,83.95,195600.0,0.34
10610,140.06,137195.0,0.76
10611,92.11,191503.0,0.36
10612,87.91,190149.9,0.3
10613,88.62,109878.5,0.48
10614,95.16,226600.0,0.33
10615,123.99,410323.0,0.81
10616,100.27,146980.0,0.26
10617,125.01,199692.0,0.66
10618,109.94,196742.0,0.89
10619,124.98,173227.0,0.73
10620,107.98,144240.0,0.47
10621,119.96,178000.0,0.59
10622,116.74,147624.3,0.48
10623,116.43,338520.1,0.54
10624,113.46,370410.6,0.5
10625,111.23,188503.3,0.57
10626,115.74,314113.2,0.48
10627,134.3,151680.0,0.48
10628,115.38,320173.4,0.57
10629,117.67,272107.0,0.67
10630,98.1,210144.2,0.32
10631,107.21,192413.5,0.71
10632,139.07,228856.2,0.45
10633,117.63,180213.0,0.35
10634,88.45,169320.0,0.46
10635,162.58,195832.0,0.33
10636,112.75,288333.3,0.81
10637,93.13,392048.8,0.22
10638,140.0,157755.0,0.63
10639,119.48,202064.1,0.49
10640,109.96,200600.0,0.67
10641,103.87,246263.2,0.32
10642,113.18,174707.0,0.49
10643,173.19,241533.0,0.73
10644,94.19,168153.5,0.4
10645,177.67,118000.0,0.28
10646,117.33,290044.3,0.59
10647,157.99,249288.0,0.63
10648,119.99,215347.0,0.49
10649,130.68,297740.0,0.86
10650,179.9,113800.0,0.35
10651,132.99,136198.8,0.79
10652,116.76,188736.0,0.51
10653,102.37,243374.6,0.68
10654,114.99,185360.0,0.71
10655,139.17,215387.0,0.57
10656,94.81,190620.5,0.69
10657,111.63,215742.9,0.59
10658,104.27,202998.4,0.36
10659,111.83,218480.0,0.43
10660,100.09,209331.9,0.29
10661,101.98,199650.2,0.39
10662,98.63,236607.9,0.32
10663,86.05,346173.0,0.16
10664,110.14,422386.7,0.35
10665,100.01,239766.5,0.72
10666,111.47,232487.9,0.21
10667,120.85,273843.0,0.25
10668,157.78,312740.0,0.63
10669,153.85,261440.0,0.45
10670,174.91,164267.0,0.2
10671,178.94,91400.0,0.18
10672,127.72,263173.0,0.52
10673,68.33,212213.0,0.35
10674,104.43,189720.0,0.34
10675,71.1,321507.0,0.33
10676,87.18,136000.0,0.56
10677,127.02,287549.0,0.67
10678,91.82,148756.1,0.38
10679,135.45,43600.0,0.45
10680,93.54,267200.0,0.36
10681,120.47,257646.5,0.54
10682,104.28,199113.5,0.4
10683,126.45,193951.2,0.58
10684,122.22,212122.6,0.49
10685,187.01,207844.0,0.17
10686,107.49,196435.7,0.46
10687,125.62,240099.0,0.44
10688,113.02,206907.0,0.69
10689,132.47,156937.0,0.48
10690,122.04,354043.0,0.76
10691,108.14,162357.8,0.58
10692,147.17,580827.0,0.36
10693,137.01,394879.6,0.49
10694,94.91,214347.0,0.85
10695,120.08,87607.0,0.68
10696,129.97,213293.0,0.77
10697,118.65,272062.3,0.76
10698,92.22,151200.0,0.66
10699,118.46,205267.0,0.7
10700,130.83,306931.2,0.73
10701,113.16,280570.3,0.49
10702,108.94,368500.0,0.36
10703,139.2,223862.3,0.52
10704,109.09,317228.0,0.39
10705,102.47,329302.7,0.35
10706,128.81,180924.9,0.49
10707,199.69,168760.0,0.62
10708,122.41,300594.3,0.66
10709,119.28,171191.7,0.54
10710,138.29,117227.0,0.43
10711,78.41,127200.0,0.62
10712,123.44,179587.8,0.63
10713,116.86,238160.4,0.61
10714,95.32,179440.0,0.55
10715,81.21,200800.0,0.44
10716,117.66,176431.0,0.68
10717,117.19,243368.6,0.66
10718,98.04,182973.0,0.84
10719,92.12,220354.0,0.22
10720,100.08,186833.5,0.66
10721,79.75,197695.0,0.65
10722,127.04,222316.5,0.92
10723,127.27,129226.5,0.73
10724,115.73,298200.0,0.29
10725,115.61,237182.8,0.63
10726,132.42,274400.0,0.34
10727,164.61,428069.3,0.64
10728,140.31,238754.6,0.53
10729,126.23,205307.0,0.51
10730,135.12,106555.0,0.44
10731,130.98,203120.0,0.65
10732,123.98,466683.9,0.72
10733,144.0,180004.0,0.7
10734,91.99,273627.0,0.66
10735,95.68,315580.0,0.65
10736,116.28,317565.5,0.61
10737,72.81,199068.8,0.3
10738,121.63,248459.5,0.43
10739,86.46,208720.5,0.38
10740,90.48,176930.7,0.45
10741,199.59,194840.0,0.2
10742,125.02,194007.0,0.43
10743,102.8,220001.8,0.35
10744,73.94,133884.3,0.42
10745,69.14,196213.0,0.4
10746,68.93,128760.0,0.4
10747,122.11,508120.0,0.9
10748,123.66,255706.6,0.55
10749,150.13,438900.0,0.16
10750,113.84,290958.8,0.73
10751,130.0,469413.0,0.69
10752,108.36,377923.8,0.37
10753,182.77,90013.0,0.23
10754,120.0,264856.0,0.73
10755,109.64,185580.1,0.64
10756,136.12,265585.0,0.53
10757,97.09,199192.2,0.41
10758,90.21,354884.0,0.37
10759,116.61,277988.9,0.63
10760,68.47,207960.0,0.26
10761,130.02,195987.0,0.81
10762,106.2,202244.6,0.48
10763,104.98,197606.7,0.43
10764,105.8,195568.6,0.47
10765,108.9,198758.2,0.48
10766,64.1,201973.0,0.48
10767,125.0,434480.0,0.71
10768,115.48,275902.0,0.55
10769,104.83,184475.9,0.55
10770,129.97,195830.0,0.39
10771,84.02,187798.7,0.69
10772,114.08,195547.7,0.72
10773,117.13,200200.0,0.7
10774,122.28,194880.0,0.55
10775,126.13,195834.2,0.42
10776,138.16,237760.0,0.54
10777,72.74,199347.0,0.21
10778,110.95,200307.0,0.35
10779,102.0,196995.7,0.39
10780,98.36,195594.5,0.41
10781,88.49,190503.1,0.35
10782,74.28,175493.0,0.37
10783,119.94,222933.0,0.6
10784,98.39,259880.0,0.31
10785,119.94,222933.0,0.6
10786,119.02,191968.7,0.63
10787,112.98,215586.6,0.52
10788,90.61,207226.0,0.49
10789,83.98,178573.0,0.58
10790,89.69,147640.0,0.4
10791,84.35,226380.0,0.3
10792,91.57,260467.0,0.14
10793,84.74,274493.0,0.48
10794,73.16,167493.0,0.29
10795,106.1,174796.5,0.34
10796,103.86,176345.9,0.34
10797,134.83,126366.5,0.6
10798,127.64,230910.0,0.42
10799,78.17,208907.0,0.36
10800,124.35,99919.7,0.26
10801,111.28,232879.2,0.59
10802,114.72,190216.5,0.72
10803,112.13,189173.0,0.6
10804,115.24,185022.4,0.46
10805,110.39,175866.7,0.55
10806,105.12,200960.0,0.32
10807,149.98,284799.0,0.79
10808,122.12,178933.0,0.37
10809,139.54,158680.0,0.46
10810,108.77,144160.0,0.35
10811,104.01,233460.0,0.73
10812,144.54,191484.0,0.24
10813,124.68,225685.3,0.81
10814,79.44,302293.0,0.47
10815,70.06,138427.0,0.14
10816,115.84,333239.7,0.44
10817,96.09,244474.1,0.29
10818,95.83,146442.1,0.66
10819,120.04,234787.0,0.92
10820,113.41,195787.0,0.4
10821,73.06,132413.0,0.66
10822,119.94,237211.0,0.7
10823,114.4,277000.0,0.5
10824,128.0,365152.0,0.64
10825,130.0,472615.0,0.8
10826,98.53,186108.8,0.36
10827,125.96,213397.0,0.78
10828,75.24,221820.0,0.19
10829,101.36,212064.0,0.35
10830,93.65,154060.0,0.4
10831,91.11,174067.0,0.62
10832,102.18,147196.0,0.39
10833,65.54,153400.0,0.57
10834,107.31,134015.1,0.34
10835,130.01,185231.8,0.61
10836,105.27,222534.1,0.31
10837,72.67,212836.0,0.26
10838,112.89,182297.9,0.46
10839,137.37,144560.4,0.48
10840,119.5,214788.5,0.21
10841,73.38,234227.0,0.07
10842,109.77,215868.4,0.37
10843,110.09,136089.0,0.39
10844,80.53,180160.0,0.16
10845,75.0,239369.0,0.45
10846,100.4,209660.9,0.37
10847,125.07,204358.6,0.56
10848,83.5,206707.0,0.46
10849,88.45,325333.0,0.59
10850,121.99,248600.0,0.82
10851,175.07,290271.0,0.58
10852,87.45,171987.0,0.65
10853,86.17,157253.0,0.82
10854,84.35,411120.0,0.26
10855,113.53,280986.9,0.67
10856,116.1,228602.3,0.58
10857,85.13,215107.0,0.28
10858,107.67,250529.1,0.67
10859,176.0,122727.0,0.69
10860,105.01,232860.0,0.62
10861,100.68,243493.0,0.31
10862,133.07,209424.0,0.87
10863,113.81,204568.9,0.52
10864,114.73,176604.3,0.43
10865,137.04,244133.0,0.34
10866,94.01,205467.0,0.27
10867,91.87,240053.0,0.43
10868,102.35,96533.0,0.35
10869,138.27,127948.6,0.34
10870,129.88,261834.0,0.66
10871,109.77,189514.4,0.36
10872,74.45,160733.0,0.48
10873,115.09,298077.2,0.68
10874,121.07,218506.5,0.5
10875,82.99,253786.5,0.54
10876,119.99,399999.0,0.91
10877,78.53,193907.0,0.41
10878,136.99,257169.0,0.55
10879,122.0,194021.8,0.56
10880,81.97,169493.0,0.45
10881,124.06,189790.0,0.42
10882,129.62,243369.1,0.49
10883,91.92,384919.8,0.29
10884,103.15,147525.4,0.49
10885,128.03,257000.0,0.69
10886,141.99,454675.0,0.7
10887,136.0,329903.0,0.57
10888,124.97,449280.0,0.68
10889,88.01,244600.0,0.75
10890,129.94,286507.0,0.86
10891,114.42,305773.0,0.69
10892,135.67,188729.0,0.43
10893,136.94,189333.0,0.45
10894,117.74,251272.5,0.65
10895,124.98,235427.0,0.78
10896,121.73,282990.1,0.69
10897,163.53,147053.5,0.59
10898,80.52,226560.0,0.39
10899,94.28,171960.0,0.41
10900,105.92,145031.0,0.43
10901,84.25,205493.0,0.08
10902,124.55,223605.0,0.75
10903,116.25,209102.0,0.41
10904,118.97,232903.0,0.52
10905,95.0,161747.0,0.81
10906,99.03,215133.0,0.52
10907,134.22,181253.4,0.28
10908,107.32,158532.2,0.5
10909,111.21,166109.2,0.43
10910,119.99,228024.0,0.79
10911,111.96,182066.0,0.83
10912,98.02,184477.0,0.87
10913,90.17,305733.0,0.66
10914,142.95,217267.0,0.91
10915,141.97,306187.0,0.52
10916,127.95,232254.0,0.62
10917,137.79,254148.8,0.62
10918,93.02,298713.0,0.67
10919,73.35,338453.0,0.58
10920,145.01,438711.0,0.63
10921,130.15,261807.0,0.67
10922,170.01,196107.0,0.43
10923,62.3,186707.0,0.25
10924,117.48,259560.2,0.6
10925,133.07,245525.5,0.44
10926,119.93,202867.0,0.88
10927,103.98,257493.0,0.58
10928,141.06,320082.0,0.63
10929,114.13,275993.5,0.6
10930,140.0,255843.0,0.71
10931,140.57,268400.0,0.55
10932,132.27,237699.5,0.52
10933,94.85,367480.0,0.48
10934,130.41,252317.4,0.41
10935,117.7,1139537.7,0.17
10936,121.23,193630.0,0.38
10937,78.0,296067.0,0.75
10938,120.0,257812.0,0.82
10939,98.59,329053.0,0.47
10940,111.94,321933.0,0.74
10941,102.17,353529.0,0.33
10942,100.39,241836.0,0.7
10943,125.01,392573.0,0.81
10944,114.87,190479.2,0.7
10945,111.95,394189.0,0.59
10946,121.03,408863.0,0.65
10947,101.06,150000.0,0.49
10948,88.79,192408.7,0.57
10949,136.82,94219.0,0.47
10950,142.98,196273.3,0.41
10951,135.26,217913.0,0.56
10952,118.11,388000.0,0.74
10953,168.19,339827.0,0.77
10954,85.28,281120.0,0.22
10955,130.01,213160.0,0.84
10956,128.86,168267.0,0.45
10957,119.54,294286.5,0.75
10958,127.89,433937.7,0.37
10959,117.25,168018.0,0.59
10960,86.28,175053.0,0.38
10961,120.38,205162.9,0.55
10962,139.98,243213.0,0.52
10963,146.87,163766.5,0.46
10964,96.72,286271.0,0.57
10965,113.99,172813.0,0.72
10966,124.99,159560.0,0.79
10967,109.11,181656.0,0.59
10968,124.21,157320.0,0.66
10969,142.76,234145.4,0.4
10970,103.0,281137.5,0.81
10971,121.1,382015.0,0.88
10972,107.21,122951.3,0.67
10973,98.52,348667.0,0.34
10974,109.32,251125.0,0.56
10975,130.01,257843.5,0.75
10976,160.09,254133.0,0.49
10977,67.74,195226.0,0.44
10978,100.32,189740.0,0.43
10979,65.35,185573.0,0.35
10980,74.67,189202.0,0.63
10981,67.97,193881.0,0.28
10982,144.67,236720.0,0.48
10983,117.47,230914.0,0.48
10984,120.04,258628.5,0.52
10985,123.51,266986.5,0.43
10986,110.02,214007.0,0.73
10987,122.59,246047.0,0.68
10988,93.06,206213.0,0.54
10989,103.35,187719.5,0.34
10990,76.25,180333.5,0.39
10991,69.89,178893.0,0.48
10992,108.58,204972.9,0.55
10993,197.71,147377.0,0.4
10994,89.65,375973.0,0.26
10995,143.09,211500.0,0.33
10996,86.5,164000.0,0.52
10997,120.37,117089.3,0.37
10998,129.49,238292.8,0.78
10999,128.39,219456.5,0.66
11000,120.0,320022.0,0.78
11001,123.01,421463.0,0.69
11002,170.02,292293.0,0.59
11003,191.78,287467.0,0.57
11004,94.98,262737.0,0.45
11005,127.98,390060.0,0.57
11006,103.21,690307.0,0.23
11007,103.21,690307.0,0.23
11008,127.51,338573.0,0.36
11009,115.79,392351.2,0.37
11010,93.5,568560.0,0.2
11011,92.84,241400.0,0.92
11012,70.9,295944.5,0.25
11013,126.37,325284.3,0.81
11014,95.17,192643.4,0.44
11015,135.51,133084.4,0.41
11016,133.76,431200.0,0.47
11017,151.33,74033.5,0.38
11018,105.52,299186.5,0.7
11019,95.35,164604.5,0.66
11020,82.23,206726.7,0.38
11021,125.68,268146.5,0.61
11022,133.55,260340.0,0.63
11023,152.95,137240.0,0.6
11024,130.97,276641.0,0.53
11025,120.65,181800.0,0.7
11026,122.68,312744.8,0.73
11027,146.94,194266.5,0.69
11028,152.4,203060.0,0.62
11029,88.35,315333.0,0.38
11030,114.26,177153.0,0.62
11031,157.6,190065.5,0.54
11032,122.57,317924.9,0.47
11033,100.05,234611.2,0.53
11034,101.6,163827.0,0.35
11035,115.34,410467.0,0.81
11036,121.0,261599.0,0.59
11037,109.32,260169.4,0.73
11038,130.79,79379.1,0.47
11039,123.04,251093.0,0.71
11040,135.52,329000.0,0.66
11041,131.85,115000.0,0.36
11042,137.99,560970.0,0.56
11043,139.8,218190.0,0.74
11044,122.95,195133.5,0.63
11045,176.93,279093.0,0.23
11046,94.22,120700.0,0.75
11047,119.4,187410.6,0.54
11048,112.41,223667.0,0.69
11049,111.28,313120.0,0.65
11050,118.09,226035.8,0.56
11051,89.97,311627.5,0.73
11052,113.82,205315.2,0.65
11053,116.86,199824.8,0.66
11054,170.06,356236.0,0.65
11055,141.21,181746.5,0.64
11056,102.02,85060.0,0.36
11057,125.45,330912.6,0.45
11058,125.99,209924.3,0.75
11059,111.26,181566.5,0.8
11060,114.03,168771.0,0.61
11061,113.58,244810.0,0.77
11062,99.37,275911.0,0.51
11063,112.99,308711.0,0.61
11064,109.72,292593.0,0.83
11065,112.25,412307.4,0.75
11066,109.67,315492.5,0.89
11067,115.01,284541.0,0.76
11068,117.01,283608.7,0.8
11069,107.78,350600.0,0.82
11070,115.23,175543.0,0.68
11071,114.58,206291.4,0.58
11072,127.03,201853.0,0.6
11073,116.87,435701.3,0.58
11074,105.76,286346.5,0.47
11075,95.93,800686.5,0.17
11076,107.89,243061.0,0.64
11077,126.0,402053.0,0.74
11078,0.0,161667.8,0.0
11079,132.59,173293.0,0.92
11080,125.01,476180.0,0.75
11081,121.32,347534.4,0.56
11082,129.39,288306.0,0.8
11083,121.12,252826.1,0.29
11084,110.22,261416.8,0.72
11085,128.02,279375.0,0.77
11086,129.08,242027.0,0.65
11087,130.0,527462.0,0.72
11088,165.88,196000.0,0.58
11089,139.54,183429.0,0.72
11090,95.08,258400.0,0.84
11091,107.06,156457.5,0.5
11092,123.15,169181.9,0.65
11093,94.33,216453.0,0.71
11094,113.61,206514.0,0.26
11095,127.61,432640.0,0.38
11096,102.58,218954.8,0.14
11097,126.64,295159.3,0.6
11098,109.56,223343.0,0.48
11099,91.92,104354.0,0.53
11100,139.97,199647.0,0.38
11101,128.0,322505.0,0.65
11102,144.47,353640.0,0.45
11103,105.03,228571.0,0.7
11104,127.44,179800.0,0.35
11105,115.51,303267.0,0.49
11106,119.12,467293.8,0.47
11107,136.66,155670.0,0.81
11108,200.32,288933.0,0.46
11109,97.91,40432.0,0.39
11110,124.87,283397.2,0.61
11111,128.01,292500.0,0.81
11112,140.0,492724.3,0.59
11113,144.23,267062.5,0.34
11114,132.31,251333.0,0.33
11115,167.06,260523.0,0.24
11116,113.7,212107.0,0.39
11117,120.01,253547.0,0.56
11118,127.51,382415.5,0.77
11119,68.38,270093.0,0.34
11120,202.32,326613.0,0.62
11121,129.75,418442.0,0.34
11122,149.62,356472.0,0.64
11123,125.44,216389.9,0.7
11124,94.01,221920.0,0.9
11125,121.06,264033.1,0.48
11126,122.25,202373.0,0.57
11127,106.67,294419.1,0.6
11128,121.63,263216.9,0.33
11129,129.0,394419.0,0.72
11130,103.02,238640.0,0.59
11131,107.56,211669.7,0.21
11132,131.85,501467.0,0.16
11133,154.03,132560.0,0.43
11134,95.0,245413.0,0.79
11135,117.74,237295.0,0.5
11136,68.68,283400.0,0.57
11137,108.72,252272.3,0.84
11138,95.01,105147.0,0.74
11139,77.99,174027.0,0.71
11140,89.99,331035.3,0.21
11141,96.2,182400.0,0.63
11142,112.0,220266.5,0.57
11143,82.11,256200.0,0.11
11144,156.0,209323.2,0.58
11145,78.87,220760.0,0.73
11146,104.66,183781.3,0.74
11147,101.67,333653.3,0.82
11148,125.06,432037.5,0.65
11149,146.03,234136.0,0.69
11150,114.02,181069.0,0.84
11151,99.37,120800.0,0.51
11152,78.63,205733.0,0.28
11153,85.9,86751.0,0.48
11154,135.49,178044.3,0.74
11155,83.49,162686.5,0.39
11156,88.69,162497.7,0.39
11157,141.77,415496.5,0.35
11158,155.01,210703.0,0.43
11159,139.4,257175.5,0.18
11160,161.01,253293.5,0.65
11161,82.32,180600.0,0.7
11162,83.53,268573.0,0.51
11163,97.66,190338.3,0.77
11164,99.02,233173.0,0.76
11165,139.59,252389.2,0.49
11166,115.75,381689.0,0.72
11167,126.09,471275.2,0.76
11168,88.07,248253.5,0.72
11169,163.04,61365.0,0.3
11170,96.82,243645.5,0.7
11171,94.54,167333.0,0.19
11172,120.09,254160.0,0.69
11173,126.45,226543.5,0.33
11174,91.66,288280.0,0.76
11175,99.91,71400.0,0.57
11176,107.28,69747.0,0.41
11177,124.75,66440.0,0.44
11178,143.32,136680.0,0.44
11179,120.21,60227.0,0.75
11180,143.57,169553.5,0.62
11181,132.63,166400.0,0.54
11182,132.61,185373.0,0.86
11183,108.45,184960.0,0.41
11184,101.98,229370.8,0.53
11185,72.7,300378.0,0.68
11186,82.38,100573.0,0.35
11187,110.03,380774.8,0.64
11188,160.06,165000.0,0.76
11189,80.73,174867.0,0.7
11190,127.0,314400.0,0.54
11191,106.1,294133.0,0.43
11192,112.09,329160.0,0.68
11193,90.88,197300.0,0.56
11194,143.93,188662.0,0.62
11195,132.95,211413.7,0.65
11196,169.96,215973.0,0.73
11197,138.13,277201.4,0.74
11198,175.04,172298.0,0.59
11199,124.08,228150.8,0.74
11200,111.35,217236.2,0.64
11201,125.01,181960.0,0.74
11202,109.09,172980.0,0.47
11203,95.02,190826.5,0.89
11204,93.24,321393.5,0.68
11205,114.22,570026.5,0.24
11206,169.84,237080.0,0.65
11207,184.15,246547.0,0.66
11208,100.85,220333.0,0.76
11209,119.99,293676.8,0.69
11210,136.97,230973.3,0.51
11211,82.97,170202.0,0.64
11212,135.17,177740.9,0.67
11213,107.07,194197.4,0.7
11214,112.49,187773.5,0.58
11215,160.02,193089.1,0.75
11216,180.17,313740.0,0.61
11217,81.57,181200.0,0.57
11218,141.76,203919.6,0.64
11219,123.66,253629.4,0.76
11220,150.91,184933.0,0.81
11221,108.17,183429.7,0.61
11222,84.05,199053.0,0.74
11223,98.79,231890.0,0.69
11224,124.6,203718.8,0.66
11225,123.51,320964.5,0.66
11226,73.98,180823.0,0.53
11227,105.82,184345.5,0.6
11228,118.89,202287.0,0.69
11229,112.0,207264.8,0.56
11230,88.48,174821.0,0.66
11231,91.25,269280.0,0.5
11232,135.64,192466.8,0.74
11233,180.05,212454.0,0.68
11234,103.66,232084.7,0.71
11235,92.94,174253.5,0.68
11236,126.59,185593.8,0.65
11237,127.5,216337.3,0.5
11238,72.56,190893.0,0.35
11239,112.92,172780.0,0.62
11240,132.96,305910.5,0.47
11241,126.72,248744.0,0.57
11242,110.14,189267.0,0.6
11243,109.42,256427.0,0.75
11244,145.94,222560.0,0.38
11245,99.19,313653.0,0.63
11246,151.17,212287.0,0.45
11247,165.63,180608.0,0.54
11248,194.93,144760.0,0.47
11249,95.05,153201.0,0.87
11250,136.02,174065.3,0.61
11251,111.53,188640.0,0.63
11252,120.75,217867.0,0.64
11253,118.89,211465.7,0.58
11254,146.15,296544.6,0.62
11255,98.02,180707.2,0.68
11256,130.37,232227.0,0.95
11257,138.02,236989.3,0.77
11258,140.04,271040.0,0.82
11259,120.51,1622000.0,0.47
11260,136.97,287880.0,0.86
11261,185.09,190151.0,0.45
11262,114.0,134356.5,0.44
11263,115.4,240373.0,0.65
11264,98.04,638028.7,0.23
11265,104.78,232111.7,0.3
11266,124.94,259600.0,0.68
11267,130.27,277307.0,0.59
11268,110.48,95827.0,0.48
11269,82.03,140488.0,0.66
11270,118.01,402756.0,0.8
11271,125.01,414730.0,0.82
11272,114.31,176725.9,0.36
11273,119.47,176666.6,0.53
11274,112.34,177780.9,0.44
11275,200.03,169242.0,0.67
11276,85.08,428210.2,0.32
11277,74.84,220533.0,0.16
11278,98.28,180453.0,0.48
11279,67.39,189539.0,0.76
11280,109.03,188267.0,0.52
11281,118.76,168617.4,0.66
11282,111.84,179820.0,0.28
11283,68.13,168458.0,0.73
11284,104.4,393253.0,0.45
11285,70.58,199632.0,0.75
11286,128.07,192227.0,0.93
11287,128.08,190200.0,0.93
11288,146.98,205478.0,0.23
11289,124.39,478315.0,0.67
11290,86.22,632686.5,0.22
11291,82.02,310293.0,0.56
11292,70.48,170733.0,0.52
11293,123.42,184523.1,0.85
11294,125.65,417693.0,0.81
11295,100.01,115213.0,0.41
11296,150.51,237733.0,0.49
11297,125.71,275148.4,0.41
11298,92.75,207500.0,0.79
11299,118.07,194013.4,0.43
11300,121.33,178942.0,0.63
11301,120.01,449400.0,0.71
11302,99.43,197693.0,0.5
11303,108.01,241418.0,0.87
11304,109.9,241453.0,0.69
11305,92.84,254765.0,0.72
11306,128.03,192294.0,0.5
11307,93.49,267694.5,0.75
11308,74.25,177200.0,0.36
11309,134.52,218090.5,0.72
11310,98.43,389893.0,0.48
11311,77.08,167266.5,0.26
11312,128.69,184160.0,0.63
11313,110.99,263818.0,0.58
11314,112.63,422168.3,0.19
11315,102.76,620916.8,0.27
11316,77.25,626933.0,0.29
11317,90.8,225707.0,0.3
11318,77.32,284467.0,0.25
11319,112.92,284654.7,0.54
11320,113.85,291043.0,0.36
11321,95.71,227306.4,0.39
11322,99.99,224060.0,0.64
11323,92.19,292925.4,0.22
11324,152.06,178986.5,0.54
11325,134.41,248989.2,0.58
11326,114.99,311493.0,0.87
11327,129.88,167013.5,0.59
11328,107.95,276009.3,0.71
11329,142.86,194658.0,0.37
11330,135.06,98453.0,0.69
11331,112.27,234551.5,0.63
11332,126.78,879160.0,0.32
11333,123.44,424792.0,0.67
11334,134.07,172362.5,0.66
11335,114.96,184355.2,0.52
11336,112.51,163635.7,0.71
11337,147.87,155445.8,0.58
11338,114.92,179733.0,0.67
11339,168.27,250320.0,0.52
11340,83.94,136822.3,0.24
11341,139.23,171169.0,0.57
11342,117.95,238677.0,0.49
11343,80.64,173067.0,0.25
11344,97.14,199993.0,0.77
11345,111.22,359069.0,0.77
11346,122.1,292273.5,0.82
11347,120.35,206108.6,0.72
11348,177.31,171867.0,0.42
11349,115.9,215553.7,0.54
11350,108.17,69040.0,0.66
11351,124.5,309537.7,0.42
11352,83.35,214307.0,0.74
11353,94.38,308911.0,0.26
11354,115.86,214685.7,0.55
11355,120.83,203703.2,0.37
11356,94.27,229827.6,0.65
11357,131.98,198164.0,0.64
