999,Amulet-7,70
1000,Amulet-3,70
1001,Omas Helliniki P. S.,82
1002,Crocodile-13,70
1003,Crocodile-11,70
1004,Leipzig,70
1005,Red Indian,70
1006,Alcyon-6,70
1007,Alcyon-7,70
1008,Suzon IV-39,70
1009,Suzon IV-5,70
1010,Mascaret-28,70
1011,Mascaret-4,70
1012,Poland-3,163
1013,Sibindi-2,75
1014,Pupilles de Neptune de Lille-1,70
1015,Combine,16
1016,Stade Franais AC-2,70
1017,Kathleen,217
1018,Club Nautique de Lyon-2,70
1019,Holland,146
1020,Starita,146
1021,United States-12,217
1022,Argo II,37
1023,State VI,37
1024,Frimousse,217
1025,Denmark-4,56
1026,Portugal-2,164
1027,France/Great Britain,75
1028,Gyp-23,70
1029,Gyp-6,70
1030,Zefyros,82
1031,Pirouette-31,70
1032,Pirouette-5,70
1033,Societ Nautique de la Marne-1,70
1034,Mebi,101
1035,Slovenia-2,182
1036,Riccar,105
1037,Japan-3,105
1038,Lynn,69
1039,Neptun II,215
1040,Potomac Archers,217
1041,Ireland-1,96
1042,Brentina,217
1043,Nan-2,75
1044,Hannover,164
1045,Scamasaxe-34,70
1046,Scamasaxe-2,70
1047,Scamasaxe-3,70
1048,Three Star Too,217
1049,Bellatrix IX,80
1050,Bellatrix XIII,80
1051,Jeanette-25,70
1052,Jeannette-18,70
1053,Turquoise-1,70
1054,Turquoise-3,70
1055,Roehampton-1,75
1056,Glisten,37
1057,Nadine,146
1058,Grifone,101
1059,Twinkle,75
1060,Myojo,105
1061,Ducky-16,70
1062,Ducky-4,70
1063,Rose Pompon,70
1064,Souriceau-38,70
1065,Souriceau-4,70
1066,United States-11,217
1067,Lady C,75
1068,Frieda,217
1069,Marsouin-26,70
1070,Marsouin-8,70
1071,Persey,215
1072,Hi-Hi,56
1073,Atalanta Boat Club-1,217
1074,Atalanta Boat Club-2,217
1075,Wendehals,80
1076,New York Athletic Club,217
1077,Titia,75
1078,Pimm,30
1079,Gustel X,80
1080,Gustl XI,80
1081,Thailand-1,200
1082,Pop Art,37
1083,Barrenjoey,13
1084,South Africa-1,171
1085,Voloira II,101
1086,Uzbekistan-2,218
1087,Bremen,69
1088,Quando Quando,13
1089,Donar III,14
1090,Hojwa,194
1091,Tineke,217
1092,Danuta,163
1093,Maryke,13
1094,Falcon VI,13
1095,Thailand-2,200
1096,Manana,37
1097,Pandora,153
1098,Rampage,9
1099,Diabolo St Maurice,70
1100,Ravel,217
1101,Humbug V,194
1102,Astrid III,70
1103,Kln,191
1104,Demi-Mondaine-15,70
1105,Demi-Mondaine-17,70
1106,Nokaut II,215
1107,Almaz,215
1108,Tulilind,215
1109,New Zealand-2,153
1110,Notavel,164
1111,Galopin De La Font,164
1112,Margaret,217
1113,Portugal-1,164
1114,Comanche,217
1115,Cicely-1,75
1116,Ma'Lindo,164
1117,Harmony,153
1118,Independent Rowing Club-3,217
1119,Marie-Tim,82
1120,Uzbekistan-1,218
1121,Orion,37
1122,Merope,136
1123,Scaup,37
1124,Legionario,101
1125,Merope III,101
1126,Enotria,101
1127,Verveine-41,70
1128,Verveine-19,70
1129,Bohemia/Great Britain,27
1130,Ariette-8,70
1131,Ariette-10,70
1132,Greenoaks Dundee,13
1133,Fantlet-2,70
1134,Fantlet-7,70
1135,Maid of Lebanon,120
